arm,protocol,size,mode,rep,symbol,self_percent
lean,grpc,64,capacity,1,"core::ptr::drop_in_place<linkerd_stack_metrics::service::TrackService<linkerd_stack::either::vendor::Either<linkerd_http_box::response::BoxResponse<linkerd_stack::gate::Gate<linkerd_proxy_balance_queue::service::PoolQueue<http::request::Request<linkerd_http_box::body::BoxBody>,futures_util::future::try_future::ErrInto<tower::load::completion::TrackCompletionFuture<core::pin::Pin<alloc::boxed::Box<dyn core::future::future::Future+Output = core::result::Result<http::response::Response<linkerd_http_classify::channel::ResponseBody<linkerd_app_core::classify::Eos,linkerd_http_box::body::BoxBody>>,alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>+core::marker::Send>>,hyper_balance::PendingUntilFirstData,tower::load::peak_ewma::Handle>,alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>>>>,linkerd_http_box::response::BoxResponse<linkerd_stack::gate::Gate<linkerd_proxy_balance_queue::service::PoolQueue<http::request::Request<linkerd_http_box::body::BoxBody>,futures_util::future::try_future::ErrInto<linkerd_load_biaser::LoadBiaserFuture<core::pin::Pin<alloc::boxed::Box<dyn core::future::future::Future+Output = core::result::Result<http::response::Response<linkerd_http_classify::channel::ResponseBody<linkerd_app_core::classify::Eos,linkerd_http_box::body::BoxBody>>,alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>+core::marker::Send>>,http::response::Response<linkerd_http_classify::channel::ResponseBody<linkerd_app_core::classify::Eos,linkerd_http_box::body::BoxBody>>,hyper_balance::PendingUntilFirstData>,alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>>>>>>>",0.09
lean,grpc,64,capacity,1,_rjem_je_te_event_trigger,0.09
lean,grpc,64,capacity,1,px_dma_done_cb,0.09
lean,grpc,64,capacity,1,hyper::proto::h2::strip_connection_headers,0.09
lean,grpc,64,capacity,1,px_upstream_resolve.constprop.0,0.09
lean,grpc,64,capacity,1,h2::hpack::header::Header::len,0.09
lean,grpc,64,capacity,1,"hashbrown::map::HashMap<K,V,S,A>::insert",0.09
lean,grpc,64,capacity,1,"core::ptr::drop_in_place<(dmesh_doca::runtime::readable::{{closure}},dmesh_doca::runtime::readable::{{closure}},dmesh_doca::runtime::readable::{{closure}},core::future::poll_fn::PollFn<dmesh_doca::runtime::run<dmesh_l7::ExternalBackend>::{{closure}}::{{closure}}::{{closure}}>,tokio::time::sleep::Sleep)>",0.09
lean,grpc,64,capacity,1,<dmesh_l7::ExternalBackend as dmesh_doca::runtime::RuntimeBackend>::maintenance,0.09
lean,grpc,64,capacity,1,"linkerd_http_classify::channel::_::<impl core::ops::drop::Drop for linkerd_http_classify::channel::ResponseBody<C,B>>::drop",0.09
lean,grpc,64,capacity,1,security_file_permission,0.09
lean,grpc,64,capacity,1,memcpy@plt,0.09
lean,grpc,64,capacity,1,h2::frame::headers::calculate_headermap_size,0.09
